TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Parameters	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
(	0.476148	0.660343	4.39384	1.03321	0.696148	0.399697	0.74354	0.104825	1.52441	9.98205	0.142906	0.414945	9.34767	0.171142	0.197879	9.27091	0.912218	1.64015	0.330792	1.45517	2.77823	0.145005	2.95552	0.147976	0.146648	0.118446	5.25741	0.244746	9.91563	2.15722	0.201904	3.16709	8.14868	0.842888	0.167216	1.31266	0.141513	2.08031	6.52283	6.12012	0.513283	0.878643	2.54863	)	1032.37
(	0.380919	0.792412	3.51507	1.23985	0.556918	0.479637	0.594832	0.12579	1.21953	10	0.171487	0.497934	7.47814	0.205371	0.158303	7.41673	0.729775	1.31212	0.39695	1.16414	3.33387	0.116004	2.36442	0.177571	0.117318	0.142135	4.20593	0.195796	9.91563	1.72578	0.242285	2.53367	6.51894	1.01147	0.133773	1.05013	0.169815	2.49637	7.8274	4.89609	0.61594	0.702915	2.0389	)	153.706
(	0.190459	0.792412	3.51507	1.23985	0.556918	0.639516	0.297416	0.12579	0.914647	10	0.171487	0.497934	7.47814	0.205371	0.158303	7.41673	0.364887	1.31212	0.39695	1.16414	3.33387	0.129001	1.18221	0.236761	0.1	0.189514	2.10297	0.1	9.91563	0.862889	0.323047	1.26684	3.25947	1.34862	0.1	0.787596	0.198118	2.49637	10	3.67207	0.821253	0.702915	1.52918	)	18.854
(	0.209505	0.765998	3.69083	1.19852	0.584764	0.655504	0.267674	0.12579	0.914647	10	0.177203	0.514532	7.10423	0.212216	0.166218	7.04589	0.328399	1.24652	0.410182	1.10593	3.445	0.123201	1.06399	0.24268	0.1	0.194252	1.89267	0.1	9.91563	0.7766	0.331123	1.14015	2.93352	1.38234	0.1	0.840103	0.192457	2.49637	10	3.67207	0.821253	0.73806	1.42723	)	17.1596
(	0.247597	0.765998	3.69083	1.19852	0.584764	0.687479	0.237933	0.12579	0.914647	10	0.188635	0.547727	6.35642	0.225908	0.166218	6.30422	0.255421	1.1153	0.436645	0.989518	3.66726	0.1116	0.827545	0.254518	0.1	0.203727	1.47208	0.1	9.91563	0.604022	0.347275	0.886785	2.28163	1.44977	0.1	0.945116	0.181136	2.49637	10	3.67207	0.841784	0.808352	1.22334	)	14.6372
(	0.304735	0.792412	3.51507	1.23985	0.584764	0.719455	0.208191	0.12579	0.914647	10	0.205784	0.597521	5.2347	0.246445	0.158303	5.19171	0.145955	0.918486	0.449877	0.814897	4.00065	0.1	0.472883	0.272275	0.1	0.217941	0.841186	0.10979	9.91563	0.517734	0.355351	0.506734	1.62974	1.55091	0.1	0.997622	0.164155	2.57958	10	3.42726	0.841784	0.913789	1.01945	)	11.0793
(	0.308544	0.787129	3.51507	1.23159	0.590333	0.716258	0.21414	0.124951	0.926842	9.92014	0.206927	0.60084	5.15991	0.247814	0.15672	5.11754	0.138657	0.931607	0.44723	0.803256	4.02287	0.1	0.449239	0.273459	0.1	0.218889	0.799127	0.107832	9.91563	0.534991	0.353736	0.481397	1.56455	1.54417	0.1	0.987121	0.163023	2.59622	10	3.3783	0.837678	0.920818	0.999062	)	10.6755
(	0.316163	0.776564	3.47992	1.22332	0.601472	0.709863	0.226036	0.124112	0.939037	9.76043	0.209214	0.607479	5.01035	0.250552	0.153554	4.96921	0.124062	0.95785	0.441938	0.779973	4.06732	0.1	0.401951	0.275826	0.1	0.220784	0.715008	0.103916	9.91563	0.569507	0.353736	0.430724	1.49936	1.53068	0.1	0.966118	0.160758	2.62951	10	3.28038	0.829465	0.934877	0.978673	)	9.8924
(	0.32759	0.771281	3.40962	1.22332	0.607041	0.706665	0.237933	0.124112	0.939037	9.52086	0.212644	0.617438	4.78601	0.25466	0.148805	4.7467	0.102168	0.997214	0.433999	0.745049	4.134	0.1	0.331018	0.279378	0.1	0.223626	0.58883	0.1	9.91563	0.604022	0.355351	0.354714	1.49936	1.52394	0.1	0.945116	0.157362	2.67944	10	3.1335	0.817146	0.955964	0.958284	)	8.63301
(	0.342827	0.771281	3.30417	1.23159	0.61261	0.706665	0.255778	0.124951	0.926842	9.20144	0.217217	0.630716	4.48688	0.260136	0.142473	4.45004	0.1	1.0497	0.423413	0.721766	4.2229	0.1	0.236442	0.284113	0.1	0.227417	0.420593	0.1	9.91563	0.638538	0.358582	0.253367	1.49936	1.52394	0.1	0.913612	0.152834	2.72936	10	2.93766	0.800721	0.984081	0.937895	)	7.39561
