TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Parameters	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
(	0.918075	0.998808	0.952075	0.219849	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.28706	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.114345	1.67504	1.51497	0.776324	1.52147	1.14056	1.38824	0.062016	1.27505	1.02096	0.187566	0.167668	0.01	0.100012	0.116825	5.78009	4.51198	0.19083	1.32276	0.372499	0.368327	)	0.208206
(	0.918075	0.998808	0.952075	0.21809	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.28706	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.114345	1.67504	1.51497	0.776324	1.52147	1.14056	1.39934	0.0625121	1.27505	1.02913	0.187566	0.167668	0.01	0.100012	0.116825	5.78009	4.51198	0.19083	1.32276	0.375479	0.368327	)	0.208181
(	0.918075	0.998808	0.952075	0.21809	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.28706	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.114345	1.67504	1.51497	0.776324	1.52147	1.14056	1.42155	0.0635044	1.27505	1.04546	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.32276	0.378459	0.368327	)	0.208155
(	0.918075	0.998808	0.952075	0.216331	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.284764	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.11526	1.67504	1.51497	0.776324	1.52147	1.14056	1.45487	0.0644966	1.27505	1.06996	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.33334	0.378459	0.368327	)	0.208123
(	0.918075	0.998808	0.952075	0.212814	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.284764	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.117089	1.67504	1.51497	0.776324	1.52147	1.14056	1.48819	0.065985	1.27505	1.10263	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.34392	0.378459	0.368327	)	0.208099
(	0.918075	0.998808	0.952075	0.209296	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.282467	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.118004	1.67504	1.51497	0.776324	1.52147	1.14056	1.53261	0.0669773	1.27505	1.14347	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.35451	0.381439	0.368327	)	0.208057
(	0.918075	0.998808	0.952075	0.207537	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.280171	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.118919	1.67504	1.51497	0.776324	1.52147	1.14056	1.58814	0.0684657	1.27505	1.19248	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.36509	0.384419	0.368327	)	0.208023
(	0.918075	0.998808	0.952075	0.20402	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.280171	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.120748	1.67504	1.51497	0.776324	1.52147	1.14056	1.65478	0.069954	1.27505	1.24965	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.37567	0.384419	0.368327	)	0.207983
(	0.918075	0.998808	0.952075	0.200502	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.277874	1.25698	3.65164	0.0689884	1.50434	1.58657	1.86534	0.10871	0.192967	0.16928	0.283807	0.1	0.122578	1.67504	1.51497	0.776324	1.52147	1.14056	1.73252	0.0709463	1.27505	1.29866	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.38625	0.384419	0.368327	)	0.207949
(	0.918075	0.998808	0.952075	0.196984	0.999104	0.984276	0.930932	0.0969492	0.100709	1.85164	1.05134	0.277874	1.25698	3.65164	0.0689884	1.50434	1.57388	1.85042	0.10871	0.192967	0.16928	0.283807	0.1	0.124407	1.67504	1.51497	0.776324	1.52147	1.14056	1.81026	0.0724347	1.27505	1.35583	0.187566	0.167668	0.01	0.1	0.116825	5.78009	4.51198	0.19083	1.39683	0.384419	0.368327	)	0.207914
