,RSS,_AktpT308_sf,_FourEBP1pT37_46_sf,_IRS1pS636_639_sf,_PI3K,_PRAS40pT246_sf,_S6KpT389_sf,_TSC2pT1462_sf,_kAktIn,_kAktOut,_kAktPhos_kcat,_kAktPhos_km,_kFourEBP1In,_kFourEBP1Out,_kFourEBP1Phos_kcat,_kFourEBP1Phos_km,_kIRS1ActBasal,_kIRS1Act_kcat,_kIRS1Act_km,_kIRS1In,_kIRS1Out,_kIRS1Out2,_kIRS1Phos_kcat,_kIRS1Phos_km,_kPI3KPhos_kcat,_kPI3KPhos_km,_kPras40In,_kPras40Out,_kPras40Phos_kcat,_kPras40Phos_km,_kS6KIn,_kS6KOut,_kS6KPhos_kcat,_kS6KPhos_km,_kTSC2Dephos,_kTSC2Phos_kcat,_kTSC2Phos_km,_kTSCIn,_kTSCOut,_kmTORC1LysToCyt,_kmTORC1Phos_kcat,_kmTORC1Phos_km,_kmTORC1cytToLys,_kmTORC1cytToLysBasal,_mTORC1cyt
10,2.01685,1.56339,0.9473790000000001,0.969995,9.569989999999999,1.49919,2.60557,0.394922,0.13730799999999999,0.413155,6.03605,2.81035,8.97183,3.95685,2.7031400000000003,10.0,1.11808,2.0755,0.0125091,2.5838400000000004,0.815675,0.505997,1.2702,5.5275,0.634101,0.75785,6.56535,0.10000099999999999,1.04529,9.99985,0.14224,1.19766,1.1304299999999998,0.13073900000000002,0.103242,0.12961,6.122380000000001,3.0381,0.262114,0.1,2.34097,0.451108,9.74266,0.100303,1.75551
11,2.01707,1.49265,0.9451219999999999,0.9797290000000001,3.58554,1.51746,2.6154599999999997,0.391893,0.240696,0.500434,9.10379,6.74148,5.8396,0.103067,1.01801,6.625369999999999,0.797879,0.100552,9.7739,9.9966,0.10008600000000001,0.553742,0.52332,0.11581500000000002,1.37074,4.58934,6.71773,0.100003,1.0949799999999998,10.0,1.35436,1.9994299999999998,1.36283,0.258213,0.380756,0.387915,9.5912,5.33047,0.10000099999999999,0.5372399999999999,1.54261,0.10005399999999999,9.52399,0.101276,0.85116
12,2.01709,1.5119799999999999,0.9463309999999999,0.970096,69.0377,1.53125,2.60873,0.391683,0.103128,0.881697,7.8078,1.3762,0.226467,2.00137,2.16724,0.19751300000000002,0.81711,1.5849600000000001,0.0140624,2.41991,0.13003,1.75757,2.82607,2.53076,0.346568,0.10083400000000001,6.16237,0.1,1.11145,9.99992,0.184855,1.83266,4.21136,0.39641,0.9941200000000001,1.40669,8.76423,2.70332,0.20423,6.056369999999999,3.17987,8.29515,9.99894,9.88852,1.34301
13,2.0171099999999997,1.48337,0.935157,0.9656399999999999,20.8788,1.51375,2.65611,0.3917,0.10000099999999999,0.312158,4.032369999999999,1.80867,0.392451,0.175713,1.32441,7.492319999999999,0.782107,2.4710099999999997,0.0170156,2.5632,0.374792,1.1455799999999998,1.2830700000000002,0.6637310000000001,1.13937,0.138009,6.62502,0.1,1.09651,10.0,0.188578,1.58474,1.59998,0.44454099999999996,1.23006,1.56492,5.116219999999999,1.60771,0.151291,1.49546,2.3827599999999998,0.423171,3.40551,0.101276,3.00575
14,2.01714,1.58044,0.93815,0.9709700000000001,1.9784099999999998,1.5180200000000001,2.63124,0.387635,0.1,0.9987719999999999,8.069989999999999,1.16149,5.45714,3.4599800000000003,3.07899,0.449087,2.23815,0.9784940000000001,0.0100109,2.29373,0.262282,1.4299899999999999,1.74942,2.14492,0.209116,0.202905,6.33285,0.10001900000000001,1.04916,10.0,0.10516700000000001,0.35525100000000004,5.08103,0.27428600000000003,0.285607,0.429696,2.79196,0.7173229999999999,0.22233499999999998,9.45064,1.4364,2.67705,0.454243,0.100024,5.73782
15,2.01714,1.41299,0.945559,0.975126,29.6709,1.5219,2.57607,0.395864,0.122654,0.382689,5.23745,2.59758,2.48406,1.4085,0.893275,2.1354900000000003,2.34007,10.0,0.0108208,9.91742,0.109169,0.601179,0.576738,0.670567,0.21338800000000002,0.10001399999999999,6.57178,0.1,1.15937,9.99956,1.08343,3.07835,2.35265,1.56546,2.1322,2.83002,9.20924,2.6541099999999997,0.130634,9.11463,5.95655,4.78472,9.91849,3.00374,2.34259
16,2.01715,1.6619400000000002,0.942342,0.966511,4.42235,1.48576,2.62773,0.414596,0.170431,0.655842,5.75256,1.9288599999999998,9.999410000000001,4.18544,1.4470100000000001,0.24510700000000002,0.40529899999999996,9.388639999999999,0.0110374,6.82315,0.609696,1.45518,1.72423,1.79587,0.5855229999999999,0.154947,6.9588,0.1,0.982146,10.0,0.35531,4.86751,3.3912699999999996,0.100004,0.100007,0.261684,6.90533,2.62629,0.8587520000000001,0.7790819999999999,3.23342,2.7079,0.30786199999999997,0.10628599999999999,1.23561
17,2.01721,1.45258,0.9401889999999999,0.965894,3.0588599999999997,1.5216,2.63478,0.394963,0.149525,0.696857,4.73726,1.50105,0.154791,0.71641,1.30129,0.100213,1.18614,1.86995,9.979560000000001,9.999989999999999,0.1,1.11119,1.0344799999999998,0.9126290000000001,2.57275,9.82817,6.5651600000000006,0.100006,1.12371,9.99995,0.455719,7.00581,8.97205,0.533987,0.789841,1.0336299999999998,6.6580699999999995,2.45626,0.17563399999999998,9.99995,1.25271,0.26443,0.10001499999999999,9.79203,0.906537
18,2.0173400000000004,1.70807,0.9398639999999999,0.9693950000000001,8.75259,1.48484,2.63737,0.398592,0.100036,0.973925,4.25433,0.518756,5.62373,2.8892700000000002,1.14248,3.15948,1.6820700000000002,0.10131,10.0,3.9225,0.977698,1.13154,1.6231,2.06665,1.40204,4.51359,7.44429,0.1,0.928637,9.99955,0.637332,0.5381199999999999,1.37856,2.21999,0.100005,0.22807800000000003,9.09073,2.35071,0.525137,3.76904,4.61285,1.13392,0.100603,9.60469,2.16646
19,2.0173400000000004,1.4123299999999999,0.9492309999999999,0.961325,2.87525,1.52768,2.61052,0.394977,0.12485,0.46994600000000003,4.75497,1.93313,9.99969,0.1,5.29364,7.0347,0.41813100000000003,9.99855,0.021348500000000003,9.8838,1.01765,0.479973,0.548949,1.7740099999999999,2.36849,9.9987,6.48789,0.1,1.15814,9.99998,1.1707299999999998,0.8770309999999999,7.089060000000001,0.450763,1.8769999999999998,3.3664,1.7318799999999999,0.182644,0.1,7.04367,9.30006,1.74702,0.529697,0.594249,0.157409
20,2.0173799999999997,1.44797,0.95183,0.972999,16.4264,1.52525,2.56198,0.391232,0.1,0.9660489999999999,3.6886699999999997,0.542111,0.333597,1.4958,5.58252,0.1,0.190551,0.849023,0.010600700000000001,5.63086,1.0253,0.21159,0.380038,1.0333,3.93425,3.8301,6.48346,0.10000099999999999,1.12917,9.99948,0.15895399999999998,1.32891,9.999989999999999,0.175573,1.36324,2.5361599999999997,3.02427,0.46964300000000003,0.17285899999999998,9.99275,1.63059,1.96174,9.40275,0.452696,0.320766
21,2.0175,1.4955399999999999,0.9503149999999999,0.968562,71.3686,1.52187,2.59758,0.41324700000000003,0.100017,0.36643400000000004,9.76248,4.10886,8.9842,0.1,3.1756599999999997,9.99727,0.9137780000000001,0.46643900000000005,0.797629,4.65495,0.2679,2.87256,9.68347,9.76337,0.390043,9.998660000000001,6.40179,0.10000099999999999,1.10531,9.99947,1.71755,2.54556,3.5682199999999997,0.100884,0.16761800000000002,0.16598,9.99975,10.0,0.10003,0.100002,8.190539999999999,2.47265,0.100135,9.92855,0.134051
22,2.0175099999999997,1.46056,0.949267,0.9710489999999999,5.26399,1.51896,2.61191,0.392514,0.10000099999999999,0.986505,3.6729,0.520573,3.9401599999999997,2.76768,6.692480000000001,9.77252,2.44499,0.103307,0.0100019,5.0923300000000005,0.48903,2.42168,2.60363,1.5387600000000001,0.876134,2.43628,6.55283,0.1,1.10202,10.0,0.778977,0.705225,4.92735,4.842219999999999,3.9262599999999996,6.45315,2.84021,0.334312,0.10426500000000001,7.998819999999999,4.86108,1.59299,2.92473,2.68357,1.25302
23,2.0175400000000003,1.9748900000000003,0.93829,0.969276,7.43708,1.46373,2.64965,0.39062600000000003,0.225307,0.42668100000000003,9.09079,5.40181,9.9438,3.9086,0.865966,0.8952469999999999,0.80599,0.1,0.010063299999999999,9.88771,1.0177399999999999,2.8765400000000003,3.82445,1.24213,1.39462,0.183365,6.884189999999999,0.1,0.8199690000000001,9.99954,0.9445469999999999,1.4397,1.53454,0.7700819999999999,1.0905200000000002,0.973247,9.15645,3.60606,0.156949,0.10004,2.2785900000000003,0.7252890000000001,0.538362,9.93764,1.30792
24,2.01756,1.44265,0.9383969999999999,0.9930200000000001,7.96957,1.5123,2.63332,0.411167,0.105126,0.560966,3.8957800000000002,1.0472299999999999,0.329847,0.534377,1.60532,0.293563,0.6270560000000001,0.10606199999999999,9.99664,0.327797,0.1,0.10217899999999999,0.22613000000000003,1.7746,2.12845,3.84335,6.19787,0.100006,1.1326200000000002,9.99997,0.457818,1.08081,3.3763900000000002,0.77358,0.100038,0.285418,9.99837,3.53261,0.745795,8.6983,0.870207,0.473075,9.999080000000001,0.100018,0.9454600000000001
25,2.01759,2.13005,0.947498,0.9666100000000001,91.6621,1.4497200000000001,2.55832,0.38921500000000003,0.1,1.11427,5.4450199999999995,0.470646,3.0670900000000003,4.19541,5.78724,0.10000099999999999,0.453151,0.130991,6.99195,5.70021,0.21474899999999997,0.372278,0.36933,0.34657899999999997,2.4750400000000004,9.96577,7.25741,0.1,0.766551,10.0,0.271004,1.55483,10.0,0.151997,1.3887399999999999,1.11885,1.92907,0.5479510000000001,0.101424,9.99987,0.312055,0.10921700000000001,0.134744,0.100022,0.6808609999999999
26,2.01762,2.05623,0.94619,0.967158,99.999,1.46315,2.60609,0.391453,0.119861,0.46315500000000004,6.60565,1.7821200000000001,3.6558,0.100011,1.1809399999999999,4.00689,1.8785,0.100623,0.010679899999999999,5.59774,2.53419,0.450164,1.17222,6.11187,0.878383,9.97198,7.06923,0.100002,0.791817,9.99803,0.21316999999999997,0.286285,1.68155,0.349331,4.47926,4.6733400000000005,9.42815,1.7232299999999998,0.12381800000000001,0.10000099999999999,2.77661,0.274267,9.999989999999999,9.99978,0.70592
27,2.01764,1.58392,0.941249,0.972692,13.6427,1.5135,2.58335,0.402235,0.100002,0.951069,9.719289999999999,1.47054,5.2352099999999995,0.100002,0.360616,9.999139999999999,9.993730000000001,9.99973,0.010472,9.99986,0.102631,3.3659,3.24112,2.0455099999999997,0.101217,9.99966,6.69145,0.100004,1.01896,9.99997,0.8163630000000001,1.08836,0.376579,0.123677,0.100004,0.174875,10.0,4.22003,0.473263,9.99998,9.99959,0.10003,3.91375,0.157995,2.96978
28,2.01766,1.4707299999999999,0.9354610000000001,0.9736950000000001,96.1,1.52446,2.66175,0.399213,0.103154,1.2243700000000002,9.99956,1.3156700000000001,1.27185,0.967397,4.2877,0.9146770000000001,1.8758099999999998,2.51395,0.010000299999999998,9.99998,0.104274,1.13835,1.03795,0.626888,0.100327,0.100026,6.61805,0.100031,1.09799,10.0,0.18525899999999998,0.38204699999999997,7.98097,0.874495,0.29365399999999997,1.40655,4.89864,0.369189,0.334729,3.61879,1.2360200000000001,0.170649,0.390437,2.13111,0.332478
29,2.01768,1.47997,0.9517389999999999,0.9723860000000001,4.0999099999999995,1.5259200000000002,2.60983,0.38843,0.202238,0.511057,6.26414,3.67311,3.77869,9.99997,5.75157,3.40259,3.89954,0.101268,0.016674400000000002,9.2522,0.784609,5.98674,7.9720699999999995,4.5277,1.09388,9.9857,6.89503,0.10000099999999999,1.08274,9.99981,1.46425,1.2125,1.8207900000000001,2.3549599999999997,0.33546,0.451246,5.94381,2.1305,0.21001,0.10061200000000001,5.48423,1.7224,0.142493,0.224669,1.54312
30,2.0177099999999997,1.4621600000000001,0.943933,0.9944209999999999,0.842412,1.5275299999999998,2.63678,0.390768,0.100575,1.1173600000000001,7.96484,1.1125200000000002,9.266739999999999,0.1,4.7236,9.99957,0.638108,9.99992,0.0100001,9.99059,0.10678,0.662767,0.610726,0.1,2.51263,9.999880000000001,6.37058,0.100096,1.11258,9.9999,0.101326,0.126592,5.38887,0.10281099999999999,1.2258799999999999,4.32805,10.0,0.958478,0.290788,2.73732,1.72707,0.8205450000000001,0.10296300000000001,0.10000099999999999,0.5693090000000001
31,2.01776,1.54651,0.9344020000000001,0.969973,10.3966,1.48465,2.58867,0.425277,0.186273,0.786456,4.72204,1.51465,1.11911,2.21107,2.44612,0.136743,0.301195,1.32594,2.47147,9.99883,0.104399,0.22402399999999997,0.211948,0.10004,1.7332599999999998,0.100149,6.63415,0.1,1.04092,10.0,0.112755,0.188921,4.63376,0.730655,0.10000099999999999,0.900999,9.999319999999999,1.31545,1.22393,0.564268,1.6847900000000002,2.51355,0.25753200000000004,0.100267,3.02564
32,2.01777,1.41029,0.941433,0.965887,93.2913,1.53251,2.6240200000000002,0.391289,0.100002,1.47221,3.39459,0.331277,0.346407,9.12838,5.42288,1.0917,0.633076,5.901730000000001,0.0107113,6.30501,6.197080000000001,0.442896,0.8582270000000001,2.99126,1.31598,9.999839999999999,6.716069999999999,0.100003,1.13883,9.99991,0.433787,0.811107,1.4779799999999998,3.46201,2.2378299999999998,2.75179,6.53792,1.84332,0.10001499999999999,5.790369999999999,4.52517,4.58085,0.8300040000000001,0.139532,7.63738
33,2.01779,1.53519,0.941005,0.970658,97.7855,1.4943899999999999,2.60575,0.427482,0.1,0.647658,4.09072,0.844843,9.98639,1.12219,6.895160000000001,3.24375,0.879036,4.6867,0.010722,9.99886,0.7684770000000001,1.3800700000000001,1.50935,1.65418,0.70904,0.10296099999999998,6.48736,0.100025,1.0624799999999999,9.999989999999999,0.34567600000000004,2.19265,9.9934,0.133232,0.100002,0.929969,1.69982,0.0513953,0.285765,3.2881099999999996,1.07938,0.169301,1.20955,9.999939999999999,9.999989999999999
34,2.0178,1.45923,0.9449870000000001,0.98016,88.5258,1.5442200000000001,2.61036,0.395279,0.12268399999999999,1.22799,9.99918,1.57479,7.121389999999999,0.110122,0.682858,9.871039999999999,0.41418299999999997,0.273384,0.278814,1.11246,0.1,0.6150260000000001,4.16539,10.0,0.47014300000000003,0.100006,6.578010000000001,0.10000099999999999,1.11846,9.99986,6.65751,5.94474,2.0939900000000002,2.53709,0.682327,1.86755,9.96973,1.5721,0.332987,9.79157,9.252460000000001,0.418871,0.283496,0.262285,1.7601900000000001
35,2.01783,1.44801,0.945599,0.9658899999999999,2.33606,1.53154,2.6233299999999997,0.41129399999999994,0.128889,1.08187,9.59421,1.8051700000000002,2.12961,2.50627,0.6370140000000001,1.21507,0.11948800000000001,9.59875,0.0195524,9.90018,0.5849489999999999,0.10385,0.100064,0.221256,0.195028,0.101156,6.14187,0.10008500000000001,1.1354799999999998,9.99901,0.190521,0.7162029999999999,0.840442,0.518339,0.1,0.296901,9.99853,3.2439,0.720299,0.10015700000000001,8.84422,8.20899,9.99996,9.72904,4.28547
36,2.0179099999999996,1.38306,0.943267,0.9695959999999999,11.3294,1.54926,2.60212,0.39663000000000004,0.17248,0.454979,4.2916099999999995,2.49191,0.5296930000000001,7.10142,4.71791,0.11503499999999998,1.7850700000000002,1.2135,3.7461599999999997,4.14332,0.668428,1.5947,2.62235,4.20823,0.691578,0.446878,5.91818,0.100115,1.1972,9.99993,0.496396,1.36533,6.22936,0.769546,0.258253,2.38216,9.9052,0.409688,0.369703,0.906935,2.96145,1.3121399999999999,0.152252,0.369367,1.01617
37,2.01793,1.44241,0.950925,0.991293,99.9987,1.53728,2.6263400000000003,0.393386,0.1,1.06111,3.23964,0.42001499999999997,0.338057,0.105897,0.5529069999999999,0.100003,0.10328699999999999,4.9162099999999995,0.0100324,9.999889999999999,10.0,0.23993299999999998,0.410811,1.69851,2.14066,0.924953,9.9999,0.100003,1.0741,9.999939999999999,2.0185400000000002,6.30294,8.0623,4.0205,1.70317,2.24788,2.29645,0.501969,0.108905,0.10026900000000001,6.801139999999999,0.10000099999999999,0.100026,0.9490379999999999,1.5857700000000001
38,2.01797,2.04487,0.9430790000000001,0.972389,15.5607,1.44354,2.57519,0.41861499999999996,0.1,0.8996719999999999,6.44102,0.743482,5.43738,0.100151,7.63577,9.99845,0.776307,0.100007,9.64255,9.99981,0.10572000000000001,8.66718,9.99998,0.69311,3.14255,9.99987,6.831119999999999,0.100008,0.793133,9.99998,1.75396,2.72567,8.089260000000001,0.109725,0.100073,0.170598,1.93167,0.991777,0.808816,7.08944,3.36199,3.10533,1.9941099999999998,1.28892,0.355724
39,2.01799,1.53355,0.943206,0.9761209999999999,39.8269,1.52219,2.59682,0.407765,0.248085,0.49623,9.99964,7.42215,1.76755,1.3704399999999999,1.4487299999999999,5.4084900000000005,0.103377,0.121019,0.0100708,2.91503,0.194874,0.873138,6.80695,2.14456,5.06997,0.10001,6.455430000000001,0.100009,1.0502799999999999,9.999989999999999,0.247802,1.1100700000000001,1.42264,0.836966,0.13886199999999999,0.19547799999999999,9.98933,5.69969,0.367111,9.95682,1.0496299999999998,0.77391,1.13237,2.50972,4.05109
40,2.0180000000000002,2.06281,0.9459219999999999,0.9713459999999999,3.8013800000000004,1.47615,2.6291900000000004,0.390017,0.15400899999999998,0.302879,9.971919999999999,5.5278,0.81704,0.199804,3.62079,8.810210000000001,1.5981299999999998,1.5785799999999999,0.0163424,8.26535,10.0,0.105092,0.41124399999999994,6.07894,1.18688,0.1,7.3644300000000005,0.1,0.783509,10.0,0.117441,0.459534,3.6772,0.49520299999999995,2.58818,2.35398,6.49989,1.63386,0.118078,9.78129,3.51013,4.61676,1.63237,0.533518,1.15808
41,2.01803,1.50736,0.9433969999999999,0.960384,100.0,1.53226,2.61499,0.393798,0.10000099999999999,1.55219,9.99845,0.972305,9.95898,0.100004,0.333556,9.15821,2.60652,5.69386,0.010000499999999999,9.99,9.99956,0.1,0.277495,9.9878,0.1568,0.122205,6.59094,0.1,1.06267,10.0,2.07475,2.5647599999999997,0.430673,0.242254,0.273445,0.347926,7.9283600000000005,3.31805,0.214614,9.91146,9.99295,0.12976600000000002,9.90044,7.571789999999999,2.93036
42,2.01805,1.46157,0.9396370000000001,0.977345,2.44518,1.54396,2.63522,0.39436,0.185533,0.796879,4.66978,1.58548,6.74492,0.308311,1.38791,1.06285,0.373818,0.1,9.99963,9.99592,0.274449,5.7182,7.425960000000001,0.186599,9.06405,0.342969,6.4746,0.100012,1.1067,9.999889999999999,0.563279,1.1337,2.61793,0.404262,0.7304039999999999,2.0701400000000003,9.931560000000001,1.43553,0.323013,0.1,4.64659,0.95021,9.943660000000001,0.125025,0.558631
43,2.0180599999999997,1.5449700000000002,0.9422950000000001,0.973658,96.2129,1.50406,2.58961,0.42405299999999996,0.132772,0.955825,9.61934,1.96777,2.87338,1.69357,1.05948,3.91626,2.83616,4.0829,0.01,9.99997,0.10013,0.729705,0.691386,0.772928,0.100647,0.100106,6.59397,0.10000099999999999,1.04674,9.9997,0.246108,5.345680000000001,2.2850900000000003,0.25822,0.100218,0.165442,10.0,9.049610000000001,0.785794,1.02696,1.0702,3.55657,0.1,0.115898,9.99738
44,2.0181400000000003,1.35317,0.986124,0.9655520000000001,8.164069999999999,1.54755,2.55912,0.395785,0.21043499999999998,0.618084,4.0261,2.1480599999999996,0.42838100000000007,10.0,0.753007,0.100018,0.48958199999999996,5.87589,0.0100001,9.966000000000001,0.1,0.755278,0.728645,0.277192,0.925108,0.689001,6.340330000000001,0.1,1.21449,9.99978,2.49294,3.2657,1.14605,3.0026200000000003,1.07955,1.7909,9.99836,2.82804,0.20942399999999997,0.24856399999999998,5.262980000000001,0.284627,9.98453,1.3532600000000001,4.19374
45,2.01821,1.45635,0.9373309999999999,0.9708389999999999,50.2006,1.54509,2.58886,0.369677,0.206583,0.743366,9.999989999999999,4.45054,0.10002899999999999,0.788506,4.56139,0.100012,2.16342,10.0,0.010009,9.99986,0.954834,2.15354,2.34412,2.89755,0.13634200000000002,0.10087,6.3453599999999994,0.100002,1.13353,9.99976,0.32099099999999997,3.04813,9.99916,0.27597,0.198963,0.22449499999999997,10.0,3.0070099999999997,0.10000099999999999,9.87522,0.42473500000000003,8.58088,1.04231,0.1,3.25897
46,2.0182599999999997,1.41727,0.9498629999999999,0.988983,96.7736,1.54598,2.6252299999999997,0.39982199999999996,0.126079,0.703705,3.6878699999999998,0.9551620000000001,1.78583,9.76931,2.43172,0.10000099999999999,1.3592899999999999,0.23820700000000003,0.010051899999999999,10.0,6.63692,0.32526900000000003,2.0467400000000002,9.99645,1.6294899999999999,0.102254,6.27003,0.100006,1.14349,10.0,2.07015,1.8708900000000002,4.8520199999999996,2.02947,0.953824,5.4442,3.3673,0.0639249,0.1,0.100011,5.94039,0.16056900000000002,9.65579,0.10186100000000001,0.440567
47,2.01841,1.4602600000000001,0.945889,0.970794,17.8418,1.50871,2.6057200000000003,0.43686,0.166153,0.47641000000000006,4.93802,2.52923,1.70521,0.43866499999999997,1.02262,8.624460000000001,0.48686899999999994,0.10538900000000001,0.010004,9.98927,0.10007100000000001,0.19895,0.186816,0.147727,1.9322599999999999,9.94755,6.66033,0.10000099999999999,1.12009,9.999830000000001,1.12947,3.2832800000000004,2.4272299999999998,2.0712099999999998,0.100002,0.648559,9.99894,2.73075,1.58946,0.139497,5.45362,2.64676,9.98508,0.207775,4.075480000000001
