AktpS473_obs,AktpT308_obs,Coomassie_staining_obs,ERKpT202_Y204_obs,ER_alpha_obs,FourEBP1pT37_46_obs,GAPDH_obs,IRS1pS636_639_obs,PRAS40pS183_obs,PRAS40pT246_obs,S6KpT229_obs,S6KpT389_obs,TSC2pT1462_obs,p38_pT180_Y182_obs,AktpS473_obs_indep,AktpT308_obs_indep,Coomassie_staining_obs_indep,ERKpT202_Y204_obs_indep,ER_alpha_obs_indep,FourEBP1pT37_46_obs_indep,GAPDH_obs_indep,IRS1pS636_639_obs_indep,PRAS40pS183_obs_indep,PRAS40pT246_obs_indep,S6KpT229_obs_indep,S6KpT389_obs_indep,TSC2pT1462_obs_indep,p38_pT180_Y182_obs_indep,Insulin_indep,AA_indep
0.7636355256400162,0.7867983637853105,1.0,0.4517118844622798,0.3794610015021227,0.8096539495909253,0.6339561175094827,0.4488111371739206,0.7940574669827603,0.9817808090106594,0.3746348371162137,0.39657510911363536,1.0720767099923927,1.328014205949925,0.7636355256400162,0.7867983637853105,1.0,0.4517118844622798,0.3794610015021227,0.8096539495909253,0.6339561175094827,0.4488111371739206,0.7940574669827603,0.9817808090106594,0.3746348371162137,0.39657510911363536,1.0720767099923927,1.328014205949925,0,0
